iter,brecha_log,explicado,no_explicado,aporte_horas,aporte_composicion
45,0.3119139028064204,0.15027975174938646,0.16163415105703377,0.15153246746199842,-0.0012527157126120047
46,0.3152251204733165,0.1550526233997962,0.16017249707352138,0.15041627566116006,0.004636347738636178
47,0.3154561735375552,0.15754605171935707,0.15791012181819863,0.15527724808957852,0.002268803629778521
48,0.32500686575859916,0.16281151935867202,0.162195346399927,0.15938042609276876,0.0034310932659032765
49,0.31596437066633776,0.15186216674208883,0.16410220392425123,0.15080075459841608,0.001061412143672771
50,0.3115554829300482,0.15055511469731186,0.1610003682327376,0.15181199168495563,-0.0012568769876437373
51,0.32240112098716267,0.1508213046151959,0.17157981637196584,0.15301714374306752,-0.00219583912787162
52,0.31845771296485026,0.15025924197890922,0.16819847098594065,0.15232960863489978,-0.002070366655990581
53,0.3149836831104462,0.15177370663806258,0.1632099764723818,0.15217836339149415,-0.00040465675343155996
54,0.31369328401704877,0.1551614137011206,0.1585318703159258,0.15994643704519718,-0.004785023344076557
55,0.3157239396916438,0.1590402108929456,0.1566837287986989,0.1565240695118837,0.0025161413810618595
56,0.3124946854734745,0.15880009093008735,0.15369459454338608,0.15530112904800672,0.0034989618820806187
57,0.32670167597328437,0.16939141442355188,0.1573102615497308,0.16369927072312176,0.005692143700430067
58,0.3136544175015086,0.15740893181602772,0.1562454856854809,0.15466232441245176,0.002746607403575978
59,0.3166003162509785,0.15648267245413258,0.16011764379684693,0.15378722153627644,0.0026954509178561577
0,0.3182158600527849,0.1581428347030333,0.16007302534975423,0.1612110455827836,-0.0030682108797502345
1,0.32100787013703425,0.15190131743807742,0.16910655269895686,0.15496409958472995,-0.0030627821466525304
2,0.3167107934083315,0.15475872266204604,0.16195207074628565,0.15617993754900955,-0.0014212148869635344
3,0.311196015619986,0.15509867005022018,0.15609734556976435,0.15751364621083314,-0.0024149761606129787
4,0.317661994913772,0.1571671507681582,0.16049484414561413,0.1561033242739581,0.001063826494200091
5,0.3256019274602959,0.16505335398796964,0.1605485734723263,0.15599325947395548,0.009060094514014174
6,0.32259946091954284,0.1615089466943325,0.16109051422520893,0.15749870264111693,0.004010244053215583
7,0.3168161911012355,0.1599760601788375,0.15684013092239862,0.1616312844874764,-0.0016552243086388986
8,0.30465865729051167,0.14825096937372353,0.15640768791679066,0.15076317624084104,-0.002512206867117492
9,0.3172690110481682,0.1619751830638989,0.15529382798426694,0.16206622909509807,-9.104603119916045e-05
10,0.3162043931342513,0.15584715936744026,0.16035723376681088,0.15894616506455217,-0.0030990056971119413
11,0.3231758319978848,0.16061877733099283,0.1625570546668937,0.16047531045010213,0.00014346688089071288
12,0.32594076693144025,0.15742518826294688,0.16851557866849515,0.15336174610056544,0.004063442162381432
13,0.32466777886726206,0.16060444994454212,0.16406332892271838,0.1610760516204745,-0.00047160167593235727
14,0.3125766508186558,0.15722281838994165,0.15535383242871484,0.1569503755917921,0.0002724427981495182
15,0.32022226459015,0.16455641138806715,0.1556658532020836,0.16058518987028725,0.0039712215177798976
16,0.3264645258053491,0.1608643659464515,0.16560015985889726,0.15568701318202743,0.005177352764424098
17,0.3112414524760858,0.15601545521705978,0.15522599725902386,0.15360101153972225,0.0024144436773375338
18,0.3250949919186379,0.15530568467724834,0.16978930724138963,0.1530797575392802,0.002225927137968155
19,0.31403796453501265,0.15882079716573447,0.15521716736927815,0.15488075157444528,0.0039400455912891735
20,0.3273812300931347,0.15925982051336499,0.168121409579769,0.1562117495591994,0.0030480709541655937
21,0.325199057193986,0.1660472654981642,0.15915179169581872,0.16455132551685778,0.0014959399813064354
22,0.3185982387345305,0.15402735036683324,0.1645708883676965,0.15553657282998287,-0.001509222463149591
23,0.31889855456913274,0.1587964345500397,0.16010212001909557,0.16050343009348333,-0.0017069955434436575
24,0.30865999822921353,0.14922491256266465,0.15943508566654924,0.15649467734807881,-0.007269764785414203
25,0.3230194440737364,0.16059155883997184,0.16242788523376855,0.15402941830614758,0.006562140533824234
26,0.31693565703733206,0.15537936331219268,0.16155629372513836,0.1524492113356052,0.0029301519765874418
27,0.2985535928413672,0.14349607185191662,0.15505752098944894,0.15148050255627954,-0.007984430704362954
28,0.33640241115230296,0.17853769150490348,0.15786471964740062,0.16395140410989106,0.014586287395012394
29,0.30819862086210215,0.14826121483526508,0.1599374060268346,0.15012814074068012,-0.0018669259054150643
30,0.32587097719674496,0.15935822705329886,0.16651275014344505,0.15633191639486538,0.0030263106584335047
31,0.3116451389113344,0.15459282752503525,0.15705231138629905,0.1569595022388401,-0.0023666747138048547
32,0.3213704847160681,0.16529652567912168,0.15607395903694488,0.15698007669276368,0.008316448986358017
33,0.3283438258496023,0.1671698101469195,0.1611740157026827,0.15962327161357498,0.007546538533344541
34,0.31063298448393084,0.15316869055094082,0.1574642939329906,0.15885095232888286,-0.005682261777942026
35,0.31211301254950463,0.1538480075687377,0.1582650049807674,0.152884312832042,0.000963694736695689
36,0.3275559483343713,0.16395064820328875,0.1636053001310815,0.16341056433413176,0.000540083869157007
37,0.303805024182779,0.14888176088268743,0.15492326330009057,0.14805952055647983,0.0008222403262076131
38,0.32330831044055586,0.16201526672209174,0.16129304371846373,0.15787388144234818,0.004141385279743519
39,0.31429906449063694,0.15468495854305242,0.15961410594758452,0.15552897173864255,-0.0008440131955901225
40,0.322261336359448,0.1586513376741417,0.1636099986853044,0.15889925737081467,-0.0002479196966730015
41,0.3052803875831227,0.15472487639103213,0.15055551119208918,0.15404070005576792,0.0006841763352641878
42,0.320530246996821,0.15859105270928398,0.1619391942875389,0.1556839118049568,0.0029071409043271903
43,0.3187772015374577,0.15738255664930367,0.16139464488815336,0.15939948372687596,-0.0020169270775722697
44,0.3150103258343382,0.1483604795815724,0.16664984625276835,0.14592629568193616,0.0024341838996362226
45,0.32103985853632366,0.15494417208981115,0.1660956864465128,0.15229128800966688,0.002652884080144264
46,0.3208553703429349,0.16279837724066248,0.15805699310227225,0.15595944922755106,0.00683892801311143
47,0.3159320842769713,0.15049242131576437,0.16543966296120505,0.1514429071489447,-0.0009504858331803017
48,0.31648841382930115,0.15354174478535482,0.1629466690439471,0.15529712825985714,-0.001755383474502303
49,0.3337137467637312,0.17602927407100116,0.15768447269273,0.16653851131680153,0.00949076275419962
50,0.31741543853619625,0.16004346375351508,0.15737197478268056,0.1540909978503805,0.005952465903134576
51,0.3187975270364376,0.15556385917985516,0.1632336678565816,0.15498382404146377,0.0005800351383913466
52,0.3160022978208463,0.1549881141722466,0.16101418364859782,0.1588580324959706,-0.003869918323724065
53,0.31749283189203936,0.16388146025408845,0.15361137163795285,0.15971639848274902,0.0041650617713394605
54,0.32149161255993874,0.16462031150336873,0.15687130105657077,0.15867531434467091,0.005944997158697788
55,0.3190714758919153,0.16460897474703248,0.15446250114488586,0.15729565943956397,0.007313315307468543
56,0.3177397888053779,0.15010396492333508,0.16763582388204326,0.15003216411110445,7.180081223063031e-05
57,0.3120827397089414,0.1559159281069752,0.15616681160197088,0.15726407308401824,-0.001348144977043067
58,0.3232536928167491,0.1626432081044283,0.1606104847123238,0.1570884723331987,0.005554735771229596
59,0.31843696373027974,0.1567836702949559,0.1616532934353217,0.15719100450522153,-0.0004073342102656266
0,0.3278286966520785,0.1661265311217704,0.1617021655303099,0.16230380121265958,0.0038227299091107766
1,0.32817431212396997,0.16363182143026836,0.1645424906937034,0.15789077973687182,0.005741041693396535
2,0.3284860841437638,0.1574022188909483,0.17108386525281427,0.15428543467515055,0.003116784215797766
3,0.3087137952565442,0.1477220109079149,0.16099178434862757,0.15312821519048322,-0.005406204282568301
4,0.3112371833731089,0.15893829583142943,0.1522988875416803,0.15321686342755714,0.005721432403872266
5,0.3124800772297167,0.1561939915634554,0.15628608566626218,0.15879033208077012,-0.002596340517314775
6,0.31993852254801425,0.1624692796235935,0.1574692429244215,0.15731552783242134,0.005153751791172186
7,0.3174576324102958,0.1569611605131257,0.16049647189716781,0.14983179492039964,0.007129365592726039
8,0.3144172911831049,0.1494730682101309,0.16494422297297445,0.15077583532717362,-0.001302767117042693
9,0.3176022083087098,0.15739328041064274,0.16020892789806657,0.15431930355975548,0.0030739768508872677
10,0.32265209827484576,0.1613140573320318,0.16133804094281579,0.15940242273737548,0.0019116345946563577
11,0.3126166030772204,0.149564369419715,0.16305223365750576,0.14783778365690275,0.0017265857628122067
12,0.30943450401932004,0.1547573733128952,0.1546771307064244,0.15182593557224464,0.0029314377406505776
13,0.31910828928440793,0.1552864189384799,0.163821870345929,0.16000312398382371,-0.00471670504534384
14,0.3229921071373951,0.16157238326941056,0.1614197238679838,0.15278565305315842,0.008786730216252163
15,0.3140714056092939,0.15499630238529136,0.159075103224004,0.1574959209509649,-0.0024996185656735266
16,0.3192199839870984,0.16107647489599694,0.158143509091103,0.15766601693131307,0.003410457964683866
17,0.3211147352888659,0.165734852069198,0.15537988321966348,0.15749922120278134,0.00823563086641667
18,0.3111148221493316,0.1611429374533079,0.14997188469602218,0.15939615047651617,0.0017467869767917397
19,0.30623555025387184,0.1529623857312446,0.1532731645226259,0.15544044811021687,-0.0024780623789722707
20,0.32375124546175194,0.16646982711427244,0.1572814183474785,0.1593479173271157,0.00712190978715666
21,0.32847439822038815,0.1668340404083573,0.1616403578120319,0.1611294489258179,0.005704591482539403
22,0.3117556937566093,0.15061517254777013,0.16114052120883995,0.15665272831722013,-0.006037555769449972
23,0.3185136251545,0.15345790357006972,0.1650557215844316,0.1558350296239792,-0.002377126053909483
24,0.3215980128915561,0.16265074861858497,0.15894726427296849,0.1569682798986404,0.005682468719944602
25,0.32119408028504637,0.1603679851436766,0.16082609514137008,0.15933820547783664,0.0010297796658399697
26,0.3259334476553324,0.16527205009514445,0.16066139756018794,0.16292685597053977,0.0023451941246046427
27,0.3282795542452597,0.16160574540778064,0.16667380883747457,0.15715796730035708,0.004447778107423545
28,0.30667316512230514,0.15483059894425458,0.15184256617805242,0.15755015463806815,-0.0027195556938135555
29,0.3139868443184941,0.1550530968598323,0.1589337474586614,0.15487535988733825,0.00017773697249406483
30,0.32258536450251896,0.1588043860775094,0.16378097842500677,0.15178179620448734,0.007022589873022058
31,0.3158136931581428,0.1609531480260081,0.15486054513213346,0.1582811078990334,0.0026720401269747125
32,0.3022665172595964,0.14896061548372122,0.15330590177587175,0.15053466145274624,-0.0015740459690250265
33,0.3186851964486408,0.1582060037703602,0.16047919267828026,0.15332000506684532,0.004885998703514899
34,0.32680394849642624,0.15844414948106908,0.16835979901535622,0.15867863445572156,-0.00023448497465248467
35,0.32342201191010744,0.1695141729816048,0.15390783892850246,0.1645675814143326,0.004946591567272214
36,0.30580873211921755,0.15051686593952962,0.15529186617968738,0.15276135561865475,-0.002244489679125109
37,0.3176281497185869,0.15408560514895814,0.1635425445696309,0.15179045056085555,0.0022951545881025655
38,0.32283952746827005,0.164041301366262,0.15879822610200717,0.15695991055485534,0.007081390811406647
39,0.31154244206041426,0.15588157996887403,0.1556608620915424,0.1492656667141364,0.006615913254737614
40,0.3211475317143435,0.15934270640310896,0.1618048253112333,0.15562378087158843,0.0037189255315205425
41,0.3136522196141165,0.16206081140874698,0.1515914082053688,0.16307412220991668,-0.001013310801169674
42,0.32041542412775925,0.1557062407693402,0.16470918335841778,0.15638395171732714,-0.0006777109479869595
43,0.3128077165039951,0.15874411494558796,0.1540636015584088,0.15454503614402432,0.004199078801563668
44,0.30882377943725814,0.15366254603065527,0.15516123340660032,0.15653085022488755,-0.0028683041942322487
45,0.30168228115749685,0.14782369241236665,0.15385858874512606,0.15117383462896417,-0.0033501422165975172
46,0.32389661424151406,0.16876046052624463,0.15513615371527156,0.15940558292135398,0.009354877604890616
47,0.3149923846052989,0.15676801870450863,0.15822436590078814,0.15202186049503405,0.004746158209474639
48,0.3286843137822064,0.16783210213023544,0.16085221165196945,0.15694050187796835,0.01089160025226713
49,0.3104441591896041,0.15568336192803742,0.15476079726156589,0.15562304357332815,6.031835470923959e-05
50,0.32009281326525674,0.1556564681793303,0.1644363450859243,0.15371990564523746,0.001936562534092824
51,0.32414778169734326,0.1666807197217729,0.157467061975571,0.16118826466717037,0.005492455054602557
52,0.3157423646075621,0.155136265127306,0.1606060994802591,0.1553763546216202,-0.00024008949431422993
53,0.30520031068251186,0.1477322973721896,0.157468013310323,0.15093033015448432,-0.0031980327822947073
54,0.31649824382709113,0.14874657707624273,0.16775166675084985,0.15351786282231006,-0.00477128574606732
55,0.3140532994776599,0.16179945947798635,0.15225383999967235,0.1576523163609986,0.004147143116987715
56,0.3045604436369107,0.1435015943822237,0.16105884925468844,0.14835814355382473,-0.004856549171601021
57,0.31452569792888063,0.15511039342655342,0.15941530450232688,0.1583951289389475,-0.003284735512394091
58,0.32046918653847634,0.15580572162104456,0.16466346491743192,0.15158213744640672,0.004223584174637833
59,0.3273063086504866,0.16432442122700872,0.16298188742347525,0.1596880472797004,0.004636373947308309
